"japanese","chinese","romaji","gender"
"辰野金吾","辰野金吾","Tatsuno Kingo",""
"鈴木紗理奈","铃木纱理奈","Sarina Suzuki",""
"関沢新一","关泽新一","Shinichi Sekizawa",""
"高本詞史","高本词史","Norifumi Takamoto",""
"高橋ひろ","高桥宏","Hiro Takahashi",""
"高橋秀人","高桥秀人","Hideto Takahashi",""
"麻生久","麻生久","Hisashi Asō",""
"黒川智花","黑川智花","Tomoka Kurokawa",""
"上田清二","上田清二","Seiji Ueda",""
"中孝介","中孝介","Kousuke Atari",""
"中尾武彦","中尾武彦","Takehiko Nakao",""
"中川勝彦","中川胜彦","Katsuhiko Nakagawa",""
"中根千枝","中根千枝","Chie Nakane",""
"伊東美咲","伊东美咲","Misaki Ito",""
"佐藤寿人","佐藤寿人","Hisato Satō",""
"大西昌之","大西昌之","Masayuki Onishi",""
"小屋禎","小屋祯","Tadashi Koya",""
"小島烏水","小岛鸟水","Usui Kojima",""
"小泉今日子","小泉今日子","Kyoko Koizumi",""
"小沢通宏","小泽通宏","Michihiro Ozawa",""
"岩崎宏美","岩崎宏美","Hiromi Iwasaki",""
"平木理化","平木理化","Rika Hiraki",""
"平本一樹","平本一树","Kazuki Hiramoto",""
"源義綱","源义纲","Minamoto no Yoshitsuna",""
"田中れいな","田中丽奈 (早安少女组)","Reina Tanaka",""
"石田ひかり","石田光","Hikari Ishida",""
"羽田美智子","羽田美智子","Michiko Hada",""
"萩本欽一","萩本钦一","Kinichi Hagimoto",""
"藤原頼長","藤原赖长","Fujiwara no Yorinaga",""
"金本圭太","金本圭太","Keita Kanemoto",""
"鈴木正三","铃木正三","Suzuki Shōsan",""
"高橋和希","高桥和希","Kazuki Takahashi",""
"黒谷友香","黑谷友香","Tomoka Kurotani",""
"斎藤才三","斋藤才三","Saizo Saito",""
"Berryz工房","Berryz工房","Berryz Kobo",""
"三宅義信","三宅义信","Yoshinobu Miyake",""
"中村中","中村中","Ataru Nakamura",""
"仲川遥香","仲川遥香","Haruka Nakagawa",""
"仲野裕","仲野裕","Yutaka Nakano",""
"佐藤大樹 (ダンサー)","佐藤大树","Taiki Sato",""
"八百屋お七","八百屋于七","Yaoya Oshichi",""
"巻誠一郎","卷诚一郎","Seiichiro Maki",""
"吉田健一 (英文学者)","吉田健一","Ken'ichi Yoshida (literary scholar)",""
"宮本信子","宫本信子","Nobuko Miyamoto",""
"島本須美","岛本须美","Sumi Shimamoto",""
"川村純義","川村纯义","Kawamura Sumiyoshi",""
"志崎樺音","志崎桦音","Kanon Shizaki",""
"海外出身の武士の一覧","日本国外出身的武士列表","List of foreign-born samurai in Japan",""
"村川梨衣","村川梨衣","Rie Murakawa",""
"松田道之","松田道之","Matsuda Michiyuki",""
"柴田トヨ","柴田丰","Toyo Shibata",""
"桂秀樹","桂秀树","Hideki Katsura",""
"清水聡 (ボクサー)","清水聪","Satoshi Shimizu",""
"浜田雅功","滨田雅功","Masatoshi Hamada",""
"田川誠一","田川诚一","Seiichi Tagawa",""
"石田ゆり子","石田百合子","Yuriko Ishida",""
"花の乱","花之乱","Hana no Ran",""
"菅原寛孝","菅原宽孝","Hirotaka Sugawara",""
"富山の役","越中征伐","Siege of Toyama",""
"鈴木俊一 (東京都知事)","铃木俊一 (东京都知事)","Shunichi Suzuki (governor)",""
"鈴木利男","铃木利男","Toshio Suzuki (racing driver)",""
"鈴村興太郎","铃村兴太郎","Kotaro Suzumura",""
"風林火山 (映画)","风林火山 (1969年电影)","Samurai Banners",""
"高杉真宙","高杉真宙","Mahiro Takasugi",""
"三橋美智也","三桥美智也","Michiya Mihashi",""
"三浦佳生","三浦佳生","Kao Miura",""
"中沢正隆","中泽正隆","Masataka Nakazawa",""
"光石研","光石研","Ken Mitsuishi",""
"加茂正五","加茂正五","Shogo Kamo",""
"加藤善之","加藤善之","Yoshiyuki Kato",""
"喜安浩平","喜安浩平","Kōhei Kiyasu",""
"塚田真希","冢田真希","Maki Tsukada",""
"大伴弟麻呂","大伴弟麻吕","Ōtomo no Otomaro",""
"大川周明","大川周明","Shūmei Ōkawa",""
"大村和市郎","大村和市郎","Waichiro Omura",""
"太田昭宏","太田昭宏","Akihiro Ota",""
"奥抜侃志","奥拔侃志","Kanji Okunuki",""
"安藤正裕","安藤正裕","Masahiro Ando (footballer)",""
"小坂菜緒","小坂菜绪","Nao Kosaka",""
"小林虎之介","小林虎之介","Toranosuke Kobayashi",""
"小椋佳","小椋佳","Kei Ogura",""
"山田午郎","山田午郎","Goro Yamada",""
"川久保拓司","川久保拓司","Takuji Kawakubo",""
"松本孝平","松本孝平","Kohei Matsumoto",""
"片岡鶴太郎","片冈鹤太郎","Tsurutaro Kataoka",""
"芦川うらら","芦川丽","Urara Ashikawa",""
"荒井のり子","荒井のり子","Noriko Arai",""
"莫邦富","莫邦富","Mo Bangfu",""
"近江知永","近江知永","Tomoe Ohmi",""
"金子有希","金子有希","Yūki Kaneko",""
"鈴木保奈美","铃木保奈美","Honami Suzuki",""
"高月彩良","高月彩良","Sara Takatsuki",""
"黃得時","黄得时","Huang Te-shih",""
"齊藤京子","齐藤京子","Kyōko Saitō",""
"中島大嘉","中岛大嘉","Taika Nakashima",""
"井上哲夫 (卓球選手)","井上哲夫","Tetsuo Inoue",""
"佐々木勇人","佐佐木勇人","Hayato Sasaki",""
"さとう珠緒","佐藤珠绪","Tamao Satō",""
"佐藤祐基","佐藤祐基","Yuki Sato (actor)",""
"吉屋信子","吉屋信子","Nobuko Yoshiya",""
"向井康二","向井康二","Koji Mukai",""
"夏川結衣","夏川结衣","Yui Natsukawa",""
"宮脇詩音","宫脇诗音","Shion Miyawaki",""
"こぶしのぶゆき","小伏伸之","Nobuyuki Kobushi",""
"小林秀雄 (批評家)","小林秀雄","Hideo Kobayashi",""
"小池唯","小池唯","Yui Koike",""
"小泉純一郎","小泉纯一郎","Junichiro Koizumi",""
"いわさきちひろ","岩崎知弘","Chihiro Iwasaki",""
"工藤幹夫","工藤干夫","Mikio Kudō",""
"征夷大将軍","征夷大将军","Shogun",""
"手塚康平","手冢康平","Kohei Tezuka",""
"楠神順平","楠神顺平 (足球运动员)","Jumpei Kusukami",""
"桜田義孝","樱田义孝","Yoshitaka Sakurada",""
"橋本和仁","桥本和仁","Kazuhito Hashimoto",""
"河村建夫","河村建夫","Takeo Kawamura (politician)",""
"河東碧梧桐","河东碧梧桐","Kawahigashi Hekigotō",""
"法務大臣","法务大臣","Minister of Justice (Japan)",""
"浅見れいな","浅见丽奈","Reina Asami",""
"あさのあつこ","浅野敦子","Atsuko Asano (writer)",""
"淺野祥代","浅野祥代","Sakiyo Asano",""
"渡辺由一","渡边由一","Yoshiichi Watanabe",""
"目黒蓮","目黑莲","Ren Meguro",""
"神宮敏男","神宫敏男","Toshio Jingu",""
"西塚泰美","西冢泰美","Yasutomi Nishizuka",""
"髙地優吾","高地优吾","Yugo Kochi",""
"三好絵梨香","三好绘梨香","Erika Miyoshi",""
"久保建英","久保建英","Takefusa Kubo",""
"兒玉遥","儿玉遥","Haruka Kodama",""
"坂本義行","坂本义行","Yoshiyuki Sakamoto",""
"大岩剛","大岩刚","Gō Ōiwa",""
"小野正利","小野正利","Masatoshi Ono",""
"平井将生","平井将生","Shoki Hirai",""
"志賀義雄","志贺义雄","Yoshio Shiga (communist)",""
"愛河里花子","爱河里花子","Rikako Aikawa",""
"本因坊秀策","本因坊秀策","Hon'inbō Shūsaku",""
"杉浦太陽","杉浦太阳","Taiyo Sugiura",""
"田中耕一","田中耕一","Koichi Tanaka",""
"矢野広美","矢野广美","Hiromi Yano",""
"竹内まりや","竹内玛莉亚","Mariya Takeuchi",""
"筒井定次","筒井定次","Tsutsui Sadatsugu",""
"聚楽第","聚乐第","Jurakudai",""
"藤本主税","藤本主税","Chikara Fujimoto",""
"きのこ帝国","蘑菇帝国","Kinoko Teikoku",""
"蛯原友里","蛯原友里","Yuri Ebihara",""
"謝名利山","郑迵","Jana Ueekata",""
"高橋是清","高桥是清","Takahashi Korekiyo",""
"鳩山由紀夫内閣","鸠山由纪夫内阁","Yukio Hatoyama cabinet",""
"斎藤工","斋藤工","Takumi Saitoh",""
"三國ケネディエブス","三国·肯尼迪","KennedyEgbus Mikuni",""
"佐香智久","佐香智久","Tomohisa Sako",""
"入江甚儀","入江甚仪","Jingi Irie",""
"友利花","友利花","Yurina Hase",""
"坂本英三","坂本英三","Eizo Sakamoto",""
"ほったゆみ","堀田由美","Yumi Hotta",""
"大林隆介","大林隆介","Ryūsuke Ōbayashi",""
"宮田俊哉","宫田俊哉","Toshiya Miyata",""
"小倉輝美","小仓辉美","Terumi Ogura",""
"小西克幸","小西克幸","Katsuyuki Konishi",""
"尾﨑野乃香","尾崎野乃香","Nonoka Ozaki",""
"山田新","山田新","Shin Yamada",""
"広瀬すず","广濑铃","Suzu Hirose",""
"わが家の歴史","我家的历史","Wagaya no Rekishi",""
"有道出人","有道出人","Debito Arudou",""
"末吉秀太","末吉秀太","Shuta Sueyoshi",""
"松井咲子","松井咲子","Sakiko Matsui",""
"樋口直巳","樋口直巳","Naomi Higuchi",""
"永井謙佑","永井谦佑","Kensuke Nagai",""
"稲垣吾郎","稻垣吾郎","Goro Inagaki",""
"竹腰重丸","竹腰重丸","Shigemaru Takenokoshi",""
"第3次小泉内閣","第三次小泉内阁","Third Koizumi cabinet",""
"紗倉まな","纱仓真菜","Mana Sakura",""
"細川護熙","细川护熙","Morihiro Hosokawa",""
"長谷川テル","绿川英子","Teru Hasegawa",""
"美波 (女優)","美波 (演员)","Minami (actress)",""
"鈴木冬一","铃木冬一","Tōichi Suzuki",""
"長塚智広","长冢智广","Tomohiro Nagatsuka",""
"風間杜夫","风间杜夫","Morio Kazama",""
"高橋洋子 (歌手)","高桥洋子","Yoko Takahashi",""
"斎藤茂吉","斋藤茂吉","Mokichi Saitō",""
"伊藤一長","伊藤一长","Iccho Itoh",""
"八重の桜","八重之樱","Yae's Sakura",""
"前川清","前川清","Kiyoshi Maekawa",""
"古橋亨梧","古桥亨梧","Kyōgo Furuhashi",""
"嘉户洋","嘉户洋","Hiroshi Kado",""
"大塚真司","大冢真司","Shinji Otsuka",""
"富田一雄","富田一雄","Kazuo Tomita",""
"山本舞香","山本舞香","Maika Yamamoto",""
"川津明日香","川津明日香","Asuka Kawazu",""
"平将門","平将门","Taira no Masakado",""
"有島生馬","有岛生马","Ikuma Arishima",""
"朴重陽","朴重阳","Pak Chungyang",""
"杉山優奈","杉山优奈","Yuuna Sugiyama",""
"比例東京ブロック","东京比例代表区","Tokyo proportional representation block",""
"東畑精一","东畑精一","Seiichi Tobata",""
"松下奈緒","松下奈绪","Nao Matsushita",""
"松山ケンイチ","松山研一","Kenichi Matsuyama",""
"梅谷光貞","梅谷光贞","Mitsusada Umetani",""
"櫻井よしこ","樱井良子","Yoshiko Sakurai",""
"盛田久生","盛田久生","Hisao Morita",""
"神田沙也加","神田沙也加","Sayaka Kanda",""
"福山透","福山透","Tohru Fukuyama",""
"稲嶺惠一","稻岭惠一","Keiichi Inamine",""
"笠智衆","笠智众","Chishū Ryū",""
"若林薫","若林薰","Kaoru Wakabayashi",""
"菊池利三","菊池利三","Toshimi Kikuchi",""
"藤原咲平","藤原咲平","Sakuhei Fujiwhara",""
"谷ナオミ","谷直美","Naomi Tani",""
"輿石東","舆石东","Azuma Koshiishi",""
"野村康太","野村康太","Kouta Nomura",""
"鈴木貴子 (政治家)","铃木贵子","Takako Suzuki",""
"髙橋藍","高桥蓝","Ran Takahashi",""
"黄川田賢司","黄川田贤司","Kenji Kikawada",""
"下妻物語","下妻物语","Kamikaze Girls",""
"伊東純也","伊东纯也","Junya Itō",""
"内野聖陽","内野圣阳","Seiyō Uchino",""
"古川好男","古川好男","Yoshio Furukawa",""
"古橋美知子","古桥美知子","Michiko Shiokawa",""
"和田昌裕","和田昌裕","Masahiro Wada",""
"大内義弘","大内义弘","Ōuchi Yoshihiro",""
"小林昭二","小林昭二","Akiji Kobayashi",""
"小野賢章","小野贤章","Kensho Ono",""
"岸田文雄","岸田文雄","Fumio Kishida",""
"平賀玄信","平贺成赖","Hiraga Genshin",""
"後藤太郎","后藤太郎","Taro Goto",""
"木山隆之","木山隆之","Takashi Kiyama",""
"沢田研二","泽田研二","Kenji Sawada",""
"田川マツ","田川氏 (郑成功母)","Tagawa Matsu",""
"神功皇后","神功皇后","Empress Jingū",""
"米満達弘","米满达弘","Tatsuhiro Yonemitsu",""
"紺野あさ美","绀野朝美","Asami Konno",""
"織田信奈の野望","织田信奈的野望","The Ambition of Oda Nobuna",""
"義経記","义经记","Gikeiki",""
"高岡蒼佑","高冈奏辅","Sousuke Takaoka",""
"黒川紀章","黑川纪章","Kisho Kurokawa",""
"クール教信者","Cool教信者","Coolkyousinnjya",""
"三浦颯太","三浦飒太","Sota Miura",""
"加藤あい","加藤爱","Ai Kato",""
"南一輝","南一辉","Kazuki Minami",""
"ともさかりえ","友坂理惠","Rie Tomosaka",""
"壺井栄","壶井荣","Sakae Tsuboi",""
"天王寺・岡山の戦い","天王寺冈山之战","Battle of Tennōji",""
"小川圭佑","小川圭佑","Keisuke Ogawa",""
"小西真奈美","小西真奈美","Manami Konishi",""
"山西尊裕","山西尊裕","Takahiro Yamanishi",""
"岡田啓介","冈田启介","Okada Keisuke",""
"岩瀬健","岩濑健","Ken Iwase",""
"志賀真理子","志贺真理子","Mariko Shiga",""
"東山天皇","东山天皇","Emperor Higashiyama",""
"柴田茜","柴田茜","Akane Shibata",""
"横山智佐","横山智佐","Chisa Yokoyama",""
"比嘉久美子","比嘉久美子","Kumiko Higa",""
"永山竜樹","永山龙树","Ryuju Nagayama",""
"薔薇のない花屋","没有玫瑰的花店","Bara no nai Hanaya",""
"河合龍之介","河合龙之介","Ryūnosuke Kawai",""
"畠中槙之輔","畠中槙之辅","Shinnosuke Hatanaka",""
"皆川博子","皆川博子","Hiroko Minagawa",""
"知念孝","知念孝","Takashi Chinen",""
"秦郁彦","秦郁彦","Ikuhiko Hata",""
"稲森いずみ","稻森泉","Izumi Inamori",""
"米山稔","米山稔","Minoru Yoneyama",""
"織田信時","织田信时","Oda Nobutoki",""
"藤本英雄","藤本英雄","Hideo Fujimoto",""
"西島秀俊","西岛秀俊","Hidetoshi Nishijima (actor)",""
"詩音 (歌手)","诗音 (歌手)","Shion (singer)",""
"あかほりさとる","赤堀悟","Satoru Akahori",""
"車屋紳太郎","车屋绅太郎","Shintaro Kurumaya",""
"下田歌子","下田歌子","Utako Shimoda",""
"佐佐木哲英","佐佐木哲英","Tetsuhide Sasaki",""
"南沢奈央","南泽奈央","Nao Minamisawa",""
"吉田秀彦","吉田秀彦","Hidehiko Yoshida",""
"坂詰貴之","坂诘贵之","Takayuki Sakazume",""
"大友義統","大友义统","Ōtomo Yoshimune",""
"大河内一楼","大河内一楼","Ichirō Ōkouchi",""
"大西亜玖璃","大西亚玖璃","Aguri Ōnishi",""
"天海","天海","Tenkai",""
"太田貴光","太田贵光","Takamitsu Ota",""
"Annabel","安娜贝尔 (歌手)","Annabel (singer)",""
"宏池会","宏池会","Kōchikai",""
"宮原華音","宫原华音","Kanon Miyahara",""
"宮本百合子","宫本百合子","Miyamoto Yuriko",""
"小栗忠順","小栗忠顺","Oguri Kozukenosuke",""
"山口理恵","山口理惠","Rie Yamaguchi",""
"山本周五郎","山本周五郎","Shūgorō Yamamoto",""
"愛知揆一","爱知揆一","Kiichi Aichi",""
"今夜、ロマンス劇場で","星光奇遇结良缘","Color Me True",""
"杉岡大暉","杉冈大晖","Daiki Sugioka",""
"柏木由紀","柏木由纪","Yuki Kashiwagi",""
"柚木武","柚木武","Takeru Yuzuki",""
"満島ひかり","满岛光","Hikari Mitsushima",""
"沢庵宗彭","泽庵宗彭","Takuan Sōhō",""
"甘糟景継","甘粕景继","Amakasu Kagetsugu",""
"石橋静河","石桥静河","Shizuka Ishibashi",""
"第2次安倍内閣","第二次安倍内阁","Second Abe cabinet",""
"脇坂貞夫","脇坂贞夫","Sadao Wakizaka",""
"台湾護国神社","台湾护国神社","Taiwan Martyr Shrine",""
"豊田章男","丰田章男","Akio Toyoda",""
"鎌苅健太","镰苅健太","Kenta Kamakari",""
"開高健","开高健","Takeshi Kaikō",""
"高山峻野","高山峻野","Shunya Takayama",""
"高橋英樹 (俳優)","高桥英树","Hideki Takahashi",""
"塩村文夏","盐村文夏","Ayaka Shiomura",""
"中川昭一","中川昭一","Shōichi Nakagawa",""
"中澤裕子","中泽裕子","Yuko Nakazawa",""
"中田英寿","中田英寿","Hidetoshi Nakata",""
"伊藤達哉","伊藤达哉","Tatsuya Itō (footballer)",""
"元谷外志雄","元谷外志雄","Toshio Motoya",""
"内閣総理大臣","内阁总理大臣","Prime Minister of Japan",""
"前田利政","前田利政","Maeda Toshimasa (1578)",""
"前野長康","前野长康","Maeno Nagayasu",""
"北条隆博","北条隆博","Takahiro Hōjō",""
"千眼美子","千眼美子","Fumika Shimizu",""
"原田眞人","原田真人","Masato Harada",""
"夏目ナナ","夏目奈奈","Nana Natsume",""
"尾崎峰穂","尾崎峰穗","Mineho Ozaki",""
"手塚勝巳","手冢胜巳","Katsumi Tezuka",""
"斯波義信","斯波义信","Yoshinobu Shiba",""
"星野敏雄","星野敏雄","Toshio Hoshino",""
"松田詩野","松田诗野","Shino Matsuda (surfer)",""
"梅津秀行","梅津秀行","Hideyuki Umezu",""
"横山秀夫","横山秀夫","Hideo Yokoyama",""
"海保宣生","海保宣生","Nobuo Kaiho",""
"深津絵里","深津绘里","Eri Fukatsu",""
"しみけん (AV男優)","清水健","Ken Shimizu",""
"片岡信和","片冈信和","Shinwa Kataoka",""
"田中利幸 (馬術選手)","田中利幸","Toshiyuki Tanaka",""
"田原総一朗","田原总一朗","Soichiro Tahara",""
"白鳥士郎","白鸟士郎","Shirow Shiratori",""
"石原夏織","石原夏织","Kaori Ishihara",""
"神奈川県第2区","神奈川县第2区","Kanagawa 2nd district",""
"神林長平","神林长平","Chōhei Kambayashi",""
"竹内朱莉","竹内朱莉","Akari Takeuchi",""
"第2次桂内閣","第二次桂内阁","Second Katsura cabinet",""
"米津玄師","米津玄师","Kenshi Yonezu",""
"菊池純礼","菊池纯礼","Sumire Kikuchi",""
"谷村美月","谷村美月","Mitsuki Tanimura",""
"雷電爲右エ門","雷电为右卫门","Raiden Tameemon",""
"三浦知良","三浦知良","Kazuyoshi Miura",""
