"japanese","chinese","romaji","gender"
"木村憲治","木村宪治","Kenji Kimura",""
"水間百合子","水间百合子","Yuriko Mizuma",""
"田口信教","田口信教","Nobutaka Taguchi",""
"石川雅規","石川雅规","Masanori Ishikawa",""
"石毛秀樹","石毛秀树","Hideki Ishige",""
"粟屋仙吉","粟屋仙吉","Senkichi Awaya",""
"辻東倫","辻东伦","Harutomo Tsuji",""
"遠藤純男","远藤纯男","Sumio Endo",""
"AKIRA (プロレスラー)","野上彰","Akira Nogami",""
"鈴木利男","铃木利男","Toshio Suzuki (racing driver)",""
"高原直泰","高原直泰","Naohiro Takahara",""
"斉藤俊秀","齐藤俊秀","Toshihide Saito",""
"三村恪一","三村恪一","Kakuichi Mimura",""
"伊藤みどり","伊藤绿","Midori Ito",""
"佐藤友亮","佐藤友亮","Tomoaki Satoh (baseball, born 1978)",""
"向島満","向岛满","Mitsuru Mukojima",""
"平岡拓晃","平冈拓晃","Hiroaki Hiraoka",""
"平野早矢香","平野早矢香","Sayaka Hirano",""
"戸田和幸","户田和幸","Kazuyuki Toda",""
"李鍾範","李钟范","Lee Jong-beom",""
"田中孝司 (サッカー選手)","田中孝司","Koji Tanaka",""
"田中幸雄 (内野手)","田中幸雄","Yukio Tanaka (baseball)",""
"荒巻淳","荒卷淳","Atsushi Aramaki",""
"西川周作","西川周作","Shūsaku Nishikawa",""
"酒井直樹 (サッカー選手)","酒井直树 (足球员)","Naoki Sakai (footballer)",""
"釜本邦茂","釜本邦茂","Kunishige Kamamoto",""
"鉄平 (野球)","铁平 (棒球运动员)","Teppei Tsuchiya",""
"阿部勇樹","阿部勇树","Yuki Abe",""
"アダム・ジョーンズ","亚当·琼斯 (棒球运动员)","Adam Jones (baseball)",""
"冨嶋均","冨嶋均","Hitoshi Tomishima",""
"増田忠俊","增田忠俊","Tadatoshi Masuda",""
"宮崎智彦","宫崎智彦","Tomohiko Miyazaki",""
"川元正英","川元正英","Masahide Kawamoto",""
"杉本茂雄","杉本茂雄","Shigeo Sugimoto",""
"ディッキー・ゴンザレス","杜奇·冈萨雷斯","Dicky Gonzalez",""
"森且行","森且行","Katsuyuki Mori",""
"澤穂希","泽穗希","Homare Sawa",""
"皆川康夫","皆川康夫","Yasuo Minagawa",""
"礒貝洋光","𥐟贝洋光","Hiromitsu Isogai",""
"秋山準","秋山准","Jun Akiyama",""
"米山篤志","米山笃志","Atsushi Yoneyama",""
"菅又哲男","菅又哲男","Tetsuo Sugamata",""
"足利道夫","足利道夫","Michio Ashikaga",""
"野村弘樹","野村弘树","Hiroki Nomura",""
"霜鳥典雄","霜鸟典雄","Shimotori Norio",""
"デニス・サファテ","丹尼斯·萨尔法特","Dennis Sarfate",""
"伊原春樹","伊原春树","Haruki Ihara",""
"吉武真太郎","吉武真太郎","Shintaro Yoshitake",""
"土居義典","土居义典","Yoshinori Doi",""
"堀江忠男","堀江忠男","Tadao Horie",""
"大林素子","大林素子","Motoko Obayashi",""
"嶋基宏","嶋基宏","Motohiro Shima",""
"市原聖曠","市原圣旷","Seiki Ichihara",""
"朴明哲","朴明哲","Pak Myong-chol",""
"松ヶ枝泰介","松枝泰介","Taisuke Matsugae",""
"松田浩","松田浩","Hiroshi Matsuda",""
"柳川雅樹","柳川雅树","Masaki Yanagawa",""
"江藤慎一","江藤慎一","Shinichi Eto",""
"池田浩美 (サッカー選手)","池田浩美","Hiromi Ikeda",""
"河野和久","河野和久","Kazuhisa Kono",""
"渡邊雄太","渡边雄太","Yuta Watanabe",""
"琴風豪規","琴风豪规","Kotokaze Kōki",""
"美樹さやか","美树沙耶香","Sayaka Miki",""
"セス・グライシンガー","西斯·格瑞辛格","Seth Greisinger",""
"鄭大世","郑大世","Jong Tae-se",""
"青山修子","青山修子","Shuko Aoyama",""
"青木要三","青木要三","Yozo Aoki",""
"黒崎久志","黑崎久志","Hisashi Kurosaki",""
"上野順恵","上野顺惠","Yoshie Ueno",""
"中野大輔","中野大辅","Daisuke Nakano",""
"佐田徳平","佐田德平","Tokuhei Sada",""
"内藤直樹","内藤直树","Naoki Naito",""
"大島康邦","大岛康邦","Yasukuni Oshima",""
"天龍源一郎","天龙源一郎","Genichiro Tenryu",""
"奈良くるみ","奈良久留美","Kurumi Nara",""
"富澤慎","富泽慎","Makoto Tomizawa",""
"小橋建太","小桥建太","Kenta Kobashi",""
"尾﨑勇史","尾崎勇史","Yushi Ozaki",""
"新村泰彦","新村泰彦","Yasuhiko Niimura",""
"新條宏喜","新条宏喜","Hiroki Shinjo",""
"林忠明","林忠明","Tadaaki Hayashi",""
"柴田亜衣","柴田亚衣","Ai Shibata",""
"森下暢仁","森下畅仁","Masato Morishita",""
"武田洋平","武田洋平","Yohei Takeda",""
"水井妃佐子","水井妃佐子","Hisako Mizui",""
"河原塚毅","河原冢毅","Takeshi Kawaharazuka",""
"湯田葉月","汤田叶月","Hazuki Yuda",""
"石黒修","石黑修","Osamu Ishiguro",""
"秀ノ山雷五郎","秀乃山雷五郎","Hidenoyama Raigorō",""
"米倉加奈子","米仓加奈子","Kanako Yonekura",""
"苔口卓也","苔口卓也","Takuya Kokeguchi",""
"若の里忍","若之里忍","Wakanosato Shinobu",""
"若林竹雄","若林竹雄","Takeo Wakabayashi",""
"荒木遼太郎","荒木辽太郎","Ryōtarō Araki",""
"藤井来夏","藤井来夏","Raika Fujii",""
"髙安晃","高安晃","Takayasu Akira",""
"高尾紳路","高尾绅路","Takao Shinji",""
"鬼面山谷五郎","鬼面山谷五郎","Kimenzan Tanigorō",""
"黒須隆","黑须隆","Takashi Kurosu",""
"中野文照","中野文照","Fumiteru Nakano",""
"五郎丸歩","五郎丸步","Ayumu Goromaru",""
"井川慶","井川庆","Kei Igawa",""
"古橋美知子","古桥美知子","Michiko Shiokawa",""
"和田昌裕","和田昌裕","Masahiro Wada",""
"大西忠生","大西忠生","Tadao Onishi",""
"宇賀神友弥","宇贺神友弥","Tomoya Ugajin",""
"室伏広治","室伏广治","Koji Murofushi",""
"宮島恵子","宫岛惠子","Keiko Miyajima",""
"宮澤ミシェル","宫泽米歇尔","Michel Miyazawa",""
"小林研也","小林研也","Kenya Kobayashi",""
"山田政晴","山田政晴","Masaharu Yamada",""
"杉本美香","杉本美香","Mika Sugimoto",""
"河口真一","河口真一","Shinichi Kawaguchi",""
"清水万帆","清水万帆","Maho Shimizu",""
"狩野亜由美","狩野亚由美","Ayumi Karino",""
"畠世周","畠世周","Seishu Hatake",""
"真田裕貴","真田裕贵","Hiroki Sanada",""
"石井義人","石井义人","Yoshihito Ishii",""
"立川真紗美","立川真纱美","Masami Tachikawa",""
"立浪和義","立浪和义","Kazuyoshi Tatsunami",""
"蔭山和夫","荫山和夫","Kazuo Kageyama",""
"蔵本孝二","藏本孝二","Koji Kuramoto",""
"鈴木優磨","铃木优磨","Yuma Suzuki",""
"長池徳士","长池德士","Tokuji Nagaike",""
"風間八宏","风间八宏","Yahiro Kazama",""
"高林敏夫","高林敏夫","Toshio Takabayashi",""
"上村祐司","上村祐司","Yuji Kamimura",""
"中島ファランパリス","中岛法兰","Paris Nakajima-Farran",""
"八村塁","八村垒","Rui Hachimura",""
"北島義生","北岛义生","Yoshio Kitajima",""
"和田雄三","和田雄三","Yuzo Wada",""
"宇野沢祐次","宇野泽祐次","Yuji Unozawa",""
"宮本武蔵 (1954年の映画)","宫本武藏 (1954年电影)","Samurai I: Musashi Miyamoto",""
"山口俊","山口俊","Shun Yamaguchi",""
"山本康裕","山本康裕","Kosuke Yamamoto",""
"山田直輝","山田直辉","Naoki Yamada",""
"弘田澄男","弘田澄男","Sumio Hirota",""
"本郷理華","本乡理华","Rika Hongo",""
"梅崎司","梅崎司","Tsukasa Umesaki",""
"植垣暁恵","植垣晓惠","Akie Uegaki",""
"水本裕貴","水本裕贵","Hiroki Mizumoto",""
"皆川睦雄","皆川睦雄","Mutsuo Minagawa",""
"神田清雄","神田清雄","Kiyoo Kanda",""
"秩父宮雍仁親王","秩父宫雍仁亲王","Yasuhito, Prince Chichibu",""
"米田容子","米田容子","Yoko Yoneda",""
"芳田司","芳田司","Tsukasa Yoshida",""
"須藤元気","须藤元气","Genki Sudo",""
"高石勝男","高石胜男","Katsuo Takaishi",""
"魁皇博之","魁皇博之","Kaiō Hiroyuki",""
"井原正巳","井原正巳","Masami Ihara",""
"アレックス・カブレラ","亚历克斯·卡布瑞拉","Alex Cabrera",""
"佐伯博司","佐伯博司","Hiroshi Saeki",""
"佐藤弘明","佐藤弘明","Hiroaki Sato (footballer)",""
"小林千紗","小林千纱","Chisa Kobayashi",""
"島村春世","岛村春世","Haruyo Shimamura",""
"川口孝夫","川口孝夫","Takao Kawaguchi",""
"廣瀬芽","广濑芽","Megu Hirose",""
"戸根千明","户根千明","Chiaki Tone",""
"有藤通世","有藤通世","Michiyo Arito",""
"杉本健勇","杉本健勇","Kenyu Sugimoto",""
"植芝盛平","植芝盛平","Morihei Ueshiba",""
"櫛引実","栉引实","Minoru Kushibiki",""
"王貞治","王贞治","Sadaharu Oh",""
"田中新兵衛","田中新兵卫","Tanaka Shinbei",""
"郭源治","郭源治","Genji Kaku",""
"野上亮磨","野上亮磨","Ryoma Nogami",""
"野々村芳和","野野村芳和","Yoshikazu Nonomura",""
"金本圭太","金本圭太","Keita Kanemoto",""
"青木智美","青木智美","Tomomi Aoki",""
"須田芳正","须田芳正","Yoshimasa Suda",""
"高橋豊二","高桥丰二","Toyoji Takahashi",""
"加藤久","加藤久","Hisashi Kato",""
"吉村禎章","吉村祯章","Sadaaki Yoshimura",""
"大久保勝信","大久保胜信","Masanobu Okubo",""
"平井将生","平井将生","Shoki Hirai",""
"平野孝","平野孝","Takashi Hirano",""
"戸倉健一郎","户仓健一郎","Kenichiro Tokura",""
"星奈津美","星奈津美","Natsumi Hoshi",""
"本田泰人","本田泰人","Yasuto Honda",""
"村井慎二","村井慎二","Shinji Murai",""
"武田惣角","武田惣角","Takeda Sōkaku",""
"沖口誠","冲口诚","Makoto Okiguchi",""
"浅越しのぶ","浅越忍","Shinobu Asagoe",""
"田口壮","田口壮","So Taguchi",""
"稲葉篤紀","稻叶笃纪","Atsunori Inaba",""
"菊川凱夫","菊川凯夫","Yoshio Kikugawa",""
"西沢道夫","西泽道夫","Michio Nishizawa",""
"近藤直也","近藤直也","Naoya Kondo",""
"坂本功貴","坂本功贵","Koki Sakamoto",""
"大塚志穗","大冢志穗","Shiho Otsuka",""
"宮本敏雄","宫本敏雄","Andy Miyamoto",""
"小林忠生","小林忠生","Tadao Kobayashi",""
"小野隆儀","小野隆仪","Takayoshi Ono",""
"川口卓哉","川口卓哉","Takuya Kawaguchi",""
"市橋時蔵","市桥时藏","Tokizo Ichihashi",""
"曙太郎","曙太郎","Akebono Tarō",""
"本山雅志","本山雅志","Masashi Motoyama",""
"東野峻","东野峻","Shun Tono",""
"松岡弘","松冈弘","Hiromu Matsuoka",""
"毛利久美","毛利久美","Kumi Mori",""
"田口光久","田口光久","Mitsuhisa Taguchi",""
"福浦和也","福浦和也","Kazuya Fukuura",""
"美濃部直彦","美浓部直彦","Naohiko Minobe",""
"与那嶺要","与那岭要","Wally Yonamine",""
"西野勇士","西野勇士","Yuji Nishino",""
"鈴木秀人","铃木秀人","Hideto Suzuki",""
"高橋茂 (サッカー選手)","高桥茂","Shigeru Takahashi",""
"髙瀬愛実","高濑爱实","Megumi Takase",""
"中野圭一郎","中野圭一郎","Keiichiro Nakano",""
"佐藤奨真","佐藤奖真","Shoma Sato (baseball, born 1998)",""
"岡崎高之","冈崎高之","Takayuki Okazaki",""
"岡田久美子","冈田久美子","Kumiko Okada",""
"ギャビン・エドワーズ","加文·爱德华兹","Gavin Edwards (basketball)",""
"吉田敏忠","吉田敏忠","Toshitada Yoshida",""
"地下浩多","地下浩多","Kouta Jige",""
"堀内岩雄","堀内岩雄","Iwao Horiuchi",""
"大石良雄","大石良雄","Ōishi Yoshio",""
"大菅小百合","大菅小百合","Sayuri Osuga",""
"太田光 (野球)","太田光","Hikaru Ohta",""
"小堀桃子","小堀桃子","Momoko Kobori",""
"山本浩二 (バスケットボール)","山本浩二 (篮球运动员)","Koji Yamamoto (basketball)",""
"山田宏臣","山田宏臣","Hiroomi Yamada",""
"岸田護","岸田护","Mamoru Kishida",""
"平山優 (バドミントン選手)","平山优","Yu Hirayama",""
"持田早智","持田早智","Sachi Mochida",""
"村瀬心椛","村濑心椛","Kokomo Murase",""
"柴原洋","柴原洋","Hiroshi Shibahara",""
"柴田茜","柴田茜","Akane Shibata",""
"棚村克行","棚村克行","Katsuyuki Tanamura",""
"森下龍矢","森下龙矢","Ryōya Morishita",""
"横山雅美","横山雅美","Masami Yokoyama",""
"武井択也","武井择也","Takuya Takei",""
"武雄山喬義","武雄山乔义","Buyūzan Takeyoshi",""
"池谷公二郎","池谷公二郎","Kojiro Ikegaya",""
"清水昇 (野球)","清水升","Noboru Shimizu",""
"清野智秋","清野智秋","Tomoaki Seino",""
"田中勉 (野球)","田中勉","Tsutomu Tanaka",""
"田知本遥","田知本遥","Haruka Tachimoto",""
"畑中和","畑中和","Kazu Hatanaka",""
"白濱僚祐","白滨僚祐","Ryosuke Shirahama",""
"真鍋和人","真锅和人","Kazushito Manabe",""
"石本隆","石本隆","Takashi Ishimoto",""
"竹谷賢二","竹谷贤二","Kenji Takeya",""
"米倉恒貴","米仓恒贵","Koki Yonekura",""
"綾川五郎次 (横綱)","绫川五郎次","Ayagawa Gorōji",""
"アルシデス・エスコバー","艾尔西迪斯·艾斯科巴","Alcides Escobar",""
"若宮三紗子","若宫三纱子","Misako Wakamiya",""
"藤井由宮子","藤井由宫子","Yumiko Fujii",""
"芦原英幸","芦原英幸","Hideyuki Ashihara",""
"鐘捲自斎","钟卷自斋","Kanemaki Jisai",""
"青木喜久代","青木喜久代","Kikuyo Aoki",""
"髙田周平","高田周平","Shuhei Takada",""
"三井梨紗子","三井梨纱子","Risako Mitsui",""
"上村春樹","上村春树","Haruki Uemura",""
"中田浩二 (サッカー選手)","中田浩二 (足球运动员)","Kōji Nakata",""
"内田翔","内田翔","Sho Uchida",""
"吉田真理子","吉田真理子","Mariko Yoshida (volleyball)",""
"宮川紗江","宫川纱江","Miyakawa Sae",""
"山橋貴史","山桥贵史","Takashi Yamahashi",""
"岡島秀樹","冈岛秀树","Hideki Okajima",""
"崎谷誠一","崎谷诚一","Seiichi Sakiya",""
"河田晃兵","河田晃兵","Kohei Kawata",""
"沼田圭悟","沼田圭悟","Keigo Numata",""
"深津英臣","深津英臣","Hideomi Fukatsu",""
"渡邊由美","渡边由美","Yumi Watanabe",""
"玉の海正洋","玉之海正洋","Tamanoumi Masahiro",""
"白井博幸","白井博幸","Hiroyuki Shirai",""
"皆川佑介","皆川佑介","Yusuke Minagawa",""
"細谷一郎","细谷一郎","Ichiro Hosotani",""
"藤尾香織","藤尾香织","Kaori Chiba",""
"赤間二郎","赤间二郎","Jiro Akama",""
"門田博光","门田博光","Hiromitsu Kadota",""
"黄川田賢司","黄川田贤司","Kenji Kikawada",""
"斎藤隆 (野球)","斋藤隆 (棒球选手)","Takashi Saito",""
"中村祐造","中村祐造","Yūzō Nakamura",""
"中村航輔","中村航辅","Kosuke Nakamura",""
"二川孝広","二川孝广","Takahiro Futagawa",""
"井村雅代","井村雅代","Masayo Imura",""
"佐野理平","佐野理平","Rihei Sano",""
"古賀一成 (サッカー選手)","古贺一成","Kazunari Koga",""
"和田毅","和田毅","Tsuyoshi Wada",""
"大家友和","大家友和","Tomo Ohka",""
"大浦正文","大浦正文","Masafumi Ōura",""
"山口蛍","山口萤","Hotaru Yamaguchi",""
"山野孝義","山野孝义","Takayoshi Yamano",""
"木原万莉子","木原万莉子","Mariko Kihara",""
"本田望結","本田望结","Miyu Honda",""
"李承燁 (野球)","李承烨 (棒球运动员)","Lee Seung-yuop",""
"松永知子","松永知子","Tomoko Matsunaga",""
"深川友貴","深川友贵","Tomotaka Fukagawa",""
"猫田勝敏","猫田胜敏","Katsutoshi Nekoda",""
"福田聡志","福田聪志","Satoshi Fukuda",""
"秋山登","秋山登","Noboru Akiyama",""
"菊池雄星","菊池雄星","Yusei Kikuchi",""
"長谷千恵子","长谷千恵子","Chieko Hase",""
"阿井達也","阿井达也","Tatsuya Ai",""
"MUSASHI -GUN道-","MUSASHI -GUN道-","Musashi Gundoh",""
"下平匠","下平匠","Takumi Shimohira",""
"古田敦也","古田敦也","Atsuya Furuta",""
"坂口智隆","坂口智隆","Tomotaka Sakaguchi",""
"大野忍","大野忍","Shinobu Ohno",""
"奥寺康彦","奥寺康彦","Yasuhiko Okudera",""
"安部輝雄","安部辉雄","Teruo Abe",""
"岸奥裕二","岸奥裕二","Yuji Kishioku",""
"平山相太","平山相太","Sōta Hirayama",""
"張誌家","张志家","Chang Chih-chia",""
"慶越雄二","庆越雄二","Yuji Keigoshi",""
"渡辺俊介","渡边俊介","Shunsuke Watanabe",""
"渡邊彌之助","渡边弥之助","Yanosuke Watanabe",""
"福田敬子","福田敬子","Keiko Fukuda",""
"福重良一","福重良一","Ryoichi Fukushige",""
"菅野裕二","菅野裕二","Yuji Sugano",""
"阪倉裕二","阪仓裕二","Yuji Sakakura",""
"髙桑健","高桑健","Ken Takakuwa",""
"三浦恵子","三浦惠子","Keiko Miura",""
"中村敬斗","中村敬斗","Keito Nakamura",""
"五十嵐久人","五十岚久人","Hisato Igarashi",""
"佐藤哲夫 (バレーボール)","佐藤哲夫","Tetsuo Satō (volleyball)",""
"内田達也","内田达也","Tatsuya Uchida",""
"両国梶之助","两国梶之助","Ryōgoku Kajinosuke IV",""
"ぱんちゃん璃奈","冈本璃奈","Panchan Rina",""
"古川孝敏","古川孝敏","Takatoshi Furukawa",""
"吉見一起","吉见一起","Kazuki Yoshimi",""
"増地克之","增地克之","Katsuyuki Masuchi",""
"大下弘","大下弘","Hiroshi Ohshita",""
"大瀬良大地","大濑良大地","Daichi Osera",""
"宮崎康二","宫崎康二","Yasuji Miyazaki",""
"岩本貴裕","岩本贵裕","Takahiro Iwamoto",""
"平聡","平聪","Satoshi Taira",""
"志々目愛","志志目爱","Ai Shishime",""
"東出輝裕","东出辉裕","Akihiro Higashide",""
"森岡隆三","森冈隆三","Ryuzo Morioka",""
"森田あゆみ","森田步美","Ayumi Morita",""
"浅岡朝泰","浅冈朝泰","Tomoyasu Asaoka",""
"清水達也 (投手)","清水达也 (棒球选手)","Tatsuya Shimizu",""
"田中佑典","田中佑典","Yusuke Tanaka (gymnast)",""
"石田和春","石田和春","Kazuharu Ishida",""
"コリン・レイ (野球)","科林·瑞亚","Colin Rea",""
"羽賀龍之介","羽贺龙之介","Ryunosuke Haga",""
"ホセ・ロペス (内野手)","荷西·罗培兹","José López (infielder)",""
"ティム・アイルランド","蒂姆·爱尔兰","Tim Ireland",""
"賀川太郎","贺川太郎","Taro Kagawa",""
"郡司莉子","郡司莉子","Riko Gunji",""
"鈴木明子","铃木明子","Akiko Suzuki",""
"长冢智广","长冢智广","Tomohiro Nagatsuka",""
"關家良一","关家良一","Ryōichi Sekiya",""
"高原郁夫","高原郁夫","Ikuo Takahara",""
"中島ファラン一生","中岛一生","Issey Nakajima-Farran",""
"八田卯一郎","八田卯一郎","Uichiro Hatta",""
"古川昌明","古川昌明","Masaaki Furukawa",""
"土橋正幸","土桥正幸","Masayuki Dobashi",""
"奥原希望","奥原希望","Nozomi Okuhara",""
"大友愛","山本爱","Ai Ōtomo",""
"新竹優子","新竹优子","Yuko Shintake",""
"曽ヶ端準","曾端准","Hitoshi Sogahata",""
"有森裕子","有森裕子","Yuko Arimori",""
"橋本博且","桥本博且","Hirokatsu Hashimoto",""
"永田充","永田充","Mitsuru Nagata",""
"河内勝幸","河内胜幸","Katsuyuki Kawachi",""
"河本充弘","河本充弘","Mitsuhiro Kawamoto",""
"瀬川誠","濑川诚","Makoto Segawa",""
"田中隼磨","田中隼磨","Hayuma Tanaka",""
"石毛宏典","石毛宏典","Hiromichi Ishige",""
"継谷昌三","继谷昌三","Shozo Tsugitani",""
"西郷四郎","西乡四郎","Shiro Saigo",""
"アルフォンソ・ソリアーノ","阿方索·索利安诺","Alfonso Soriano",""
"雅山哲士","雅山哲士","Miyabiyama Tetsushi",""
"三橋健也","三桥健也","Kenya Mitsuhashi",""
"トニー大木","东尼大木","Tony Ooki",""
"中武克雄","中武克雄","Katsuo Nakatake",""
"中田珠未","中田珠未","Tamami Nakada",""
"伊藤華英","伊藤华英","Hanae Ito",""
"千葉周作","千叶周作","Shūsaku Narimasa Chiba",""
"南野拓実","南野拓实","Takumi Minamino",""
"吉田義人","吉田义人","Yoshihito Yoshida",""
"国枝強","国枝强","Tsuyoshi Kunieda",""
"大森健作","大森健作","Kensaku Omori",""
"宮本輝子","宫本辉子","Teruko Miyamoto",""
"山下輝","山下辉","Hikaru Yamashita (baseball)",""
"山脇恭二","山脇恭二","Kyoji Yamawaki",""
"平岡宏章","平冈宏章","Hiroaki Hiraoka (footballer)",""
"平田倫敏","平田伦敏","Noritoshi Hirata",""
"庄司敏夫","庄司敏夫","Toshio Shoji",""
"李大恩","李带溵","Rhee Dae-eun",""
"松本孝平","松本孝平","Kohei Matsumoto",""
"松田遼馬","松田辽马","Ryoma Matsuda",""
"チャーリー・マニエル","查理·曼纽尔","Charlie Manuel",""
"渡邊茜","渡边茜","Akane Watanabe",""
"浜野まいか","滨野舞香","Maika Hamano",""
"琴欧洲勝紀","琴欧洲胜纪","Kotoōshū Katsunori",""
"琴ヶ濱貞雄","琴濵贞雄","Kotogahama Sadao",""
"田口正治","田口正治","Masaharu Taguchi",""
"石川真佑","石川真佑","Mayu Ishikawa",""
"竹内治夫","竹内治夫","Haruo Takeuchi",""
"西巻賢二","西卷贤二","Kenji Nishimaki",""
"近藤亜美","近藤亚美","Ami Kondo",""
"野田朱美","野田朱美","Akemi Noda",""
"イチロー","铃木一朗","Ichiro Suzuki",""
"鈴村拓也","铃村拓也","Takuya Suzumura",""
"鈴木絵美子","铃木绘美子","Emiko Suzuki",""
"高橋礼","高桥礼","Rei Takahashi",""
"高野圭佑","高野圭佑","Keisuke Takano",""
"マイケル・フランコ","麦凯尔·弗朗科","Maikel Franco",""
"黒木知宏","黑木知宏","Tomohiro Kuroki",""
"齊藤明雄","齐藤明雄","Akio Saito",""
"三沢光晴","三泽光晴","Mitsuharu Misawa",""
"中山由起枝","中山由起枝","Yukie Nakayama",""
"中西太","中西太","Futoshi Nakanishi",""
"丸山祐市","丸山祐市","Yuichi Maruyama",""
"久後明日美","久后明日美","Asumi Kugo",""
"今江敏晃","今江敏晃","Toshiaki Imae",""
"兵藤慎剛","兵藤慎刚","Shingo Hyodo",""
"宗田研二","宗田研二","Kenji Soda",""
"山村和也","山村和也","Kazuya Yamamura",""
"手塚勝巳","手冢胜巳","Katsumi Tezuka",""
"望月重良","望月重良","Shigeyoshi Mochizuki",""
"松井秀喜","松井秀喜","Hideki Matsui",""
"浅野拓磨","浅野拓磨","Takuma Asano",""
"田島宏晃","田岛宏晃","Hiroaki Tajima",""
"石原大助","石原大助","Daisuke Ishihara",""
"稲岡美千代","稻冈美千代","Michiyo Inaoka",""
"細谷将司","细谷将司","Masashi Hosoya",""
"荒木田裕子","荒木田裕子","Yuko Arakida",""
"近藤修子","近藤修子","Nobuko Kondo",""
"那須大亮","那须大亮","Daisuke Nasu",""
"門倉健","门仓健","Ken Kadokura",""
"館山昌平","馆山昌平","Shohei Tateyama",""
"高橋一輝","高桥一辉","Kazuki Takahashi (footballer, born 1996)",""
"亀井善行","龟井善行","Yoshiyuki Kamei (baseball)",""
"上茶谷大河","上茶谷大河","Taiga Kamichatani",""
"上野良治","上野良治","Yoshiharu Ueno",""
"下柳剛","下柳刚","Tsuyoshi Shimoyanagi",""
"仲田歩夢","仲田步梦","Ayu Nakada",""
"古市雅子","古市雅子","Masako Furuichi",""
"坂本龍馬","坂本龙马","Sakamoto Ryōma",""
"安柄俊","安柄俊","An Byong-jun",""
"室矢芳隆","室矢芳隆","Yoshitaka Muroya",""
"山中浩史","山中浩史","Hirofumi Yamanaka",""
"岡田以蔵","冈田以藏","Okada Izō",""
"ブランドン・マン","布兰登·曼恩","Brandon Mann",""
"幌村尚","幌村尚","Nao Horomura",""
"有町紗央里","有町纱央里","Saori Arimachi",""
"ミルコ・デムーロ","杜满莱","Mirco Demuro",""
"桃田賢斗","桃田贤斗","Kento Momota",""
"橫山惠 (羽毛球運動員)","横山惠 (羽毛球运动员)","Megumi Yokoyama (badminton)",""
"江口真紀","江口真纪","Maki Eguchi",""
"田中健二朗","田中健二朗","Kenjiro Tanaka",""
"田中志穂","田中志穗","Shiho Tanaka",""
"田名部匡省","田名部匡省","Masami Tanabu",""
"藤本勝巳","藤本胜巳","Katsumi Fujimoto",""
"藪田光教","薮田光教","Mitsunori Yabuta",""
"西岡良仁","西冈良仁","Yoshihito Nishioka",""
"谷田絹子","谷田绢子","Kinuko Tanida",""
"赤井沙希","赤井沙希","Saki Akai",""
"鈴木政紀","铃木将方","Masanori Suzuki",""
"長谷部誠","长谷部诚","Makoto Hasebe",""
"長谷景治","长谷景治","Keiji Hase",""
"髙橋遥人","高桥遥人","Haruto Takahashi",""
"三浦雄一郎","三浦雄一郎","Yūichirō Miura",""
"中村忠 (サッカー選手)","中村忠 (足球运动员)","Tadashi Nakamura (footballer)",""
"八十祐治","八十祐治","Yuji Yaso",""
"原田早穂","原田早穗","Saho Harada",""
"原田武一","原田武一","Takeichi Harada",""
"坂田大輔","坂田大辅","Daisuke Sakata",""
"大沼幸二","大沼幸二","Koji Onuma",""
"大野貴史","大野贵史","Yoshifumi Ono",""
"宮間あや","宫间绫","Aya Miyama",""
"岩本輝雄","岩本辉雄","Teruo Iwamoto",""
"工藤幹夫","工藤干夫","Mikio Kudō",""
"ウラディミール・バレンティン","弗拉迪米尔·巴伦汀","Wladimir Balentien",""
"添田豪","添田豪","Go Soeda",""
"猪熊功","猪熊功","Isao Inokuma",""
"福元美穂","福元美穗","Miho Fukumoto",""
"米本拓司","米本拓司","Takuji Yonemoto",""
"越後和男","越后和男","Kazuo Echigo",""
"青山浩二","青山浩二","Koji Aoyama",""
"一場靖弘","一场靖弘","Yasuhiro Ichiba",""
"中村克","中村克","Katsumi Nakamura",""
"中込正行","中込正行","Masayuki Nakagomi",""
"二宮洋一","二宫洋一","Hirokazu Ninomiya",""
"佐藤博治","佐藤博治","Hiroji Satoh",""
"侍戦隊シンケンジャー","侍战队真剑者","Samurai Sentai Shinkenger",""
"ケビン・ユーキリス","凯文·尤克里斯","Kevin Youkilis",""
"吉田正尚","吉田正尚","Masataka Yoshida",""
"坂井克行","坂井克行","Katsuyuki Sakai",""
"大関行江","大关行江","Yukie Ozeki",""
"ニック・ファジーカス","尼克·法泽卡斯","Nick Fazekas",""
"島本浩也","岛本浩也","Hiroya Shimamoto",""
"平野佳寿","平野佳寿","Yoshihisa Hirano (baseball)",""
"本間知恵子","本间知惠子","Chieko Homma",""
"林威助","林威助","Lin Wei-chu",""
"柿谷曜一朗","柿谷曜一朗","Yoichiro Kakitani",""
"楢﨑正剛","楢崎正刚","Seigo Narazaki",""
"永山竜樹","永山龙树","Ryuju Nagayama",""
"トム・マストニー","汤姆·马斯特尼","Tom Mastny",""
"相馬直樹","相马直树","Naoki Soma",""
"種田恵","种田惠","Megumi Taneda",""
"船谷圭祐","船谷圭祐","Keisuke Funatani",""
"藤村大介 (野球)","藤村大介","Daisuke Fujimura",""
"野口みずき","野口水木","Mizuki Noguchi",""
"鈴木健吾 (陸上選手)","铃木健吾","Kengo Suzuki",""
"アルキメデス・カミネーロ","阿基梅兹·卡米尼罗","Arquimedes Caminero",""
"飯田哲也 (野球)","饭田哲也","Tetsuya Iida",""
